count,x,y,z,time
274,1.91919,3.88307,0.717603,1689
127,0,0,0,1690
15,1.94498,3.907,0.723571,1691
180,0,0,0,1692
175,1.97063,3.93056,0.729471,1693
995,0,0,0,1694
436,1.99615,3.95377,0.735304,1695
931,0,0,0,1696
142,2.02153,3.97662,0.741071,1697
180,0,0,0,1698
326,2.04678,3.99912,0.746774,1699
859,0,0,0,1700
116,2.0719,4.02128,0.752412,1701
136,0,0,0,1702
45,2.09689,4.04311,0.757987,1703
573,0,0,0,1704
373,2.12175,4.0646,0.7635,1705
983,0,0,0,1706
915,2.14648,4.08576,0.768951,1707
137,0,0,0,1708
244,2.17109,4.1066,0.774342,1709
315,0,0,0,1710
60,2.19557,4.12712,0.779672,1711
645,0,0,0,1712
848,2.21993,4.14732,0.784943,1713
915,0,0,0,1714
535,2.24417,4.16722,0.790156,1715
76,0,0,0,1716
215,2.26829,4.18681,0.79531,1717
411,0,0,0,1718
184,2.29229,4.2061,0.800407,1719
216,0,0,0,1720
826,2.31617,4.22509,0.805448,1721
761,0,0,0,1722
375,2.33994,4.24379,0.810433,1723
151,0,0,0,1724
213,2.36359,4.2622,0.815362,1725
171,0,0,0,1726
56,2.38712,4.28032,0.820237,1727
595,0,0,0,1728
465,2.41054,4.29816,0.825057,1729
531,0,0,0,1730
360,2.43385,4.31573,0.829824,1731
448,0,0,0,1732
379,2.45705,4.33301,0.834538,1733
90,0,0,0,1734
172,2.48014,4.35002,0.8392,1735
191,0,0,0,1736
392,2.50312,4.36677,0.843809,1737
936,0,0,0,1738
150,2.52599,4.38324,0.848367,1739
297,0,0,0,1740
376,2.54876,4.39946,0.852874,1741
665,0,0,0,1742
757,2.57142,4.41541,0.857331,1743
280,0,0,0,1744
574,2.59397,4.43111,0.861738,1745
988,0,0,0,1746
981,2.61642,4.44656,0.866095,1747
21,0,0,0,1748
179,2.63876,4.46175,0.870404,1749
243,0,0,0,1750
570,2.661,4.47669,0.874663,1751
759,0,0,0,1752
578,2.68314,4.49139,0.878875,1753
974,0,0,0,1754
224,2.70518,4.50584,0.883039,1755
421,0,0,0,1756
641,2.72712,4.52005,0.887156,1757
428,0,0,0,1758
475,2.74896,4.53402,0.891226,1759
837,0,0,0,1760
869,2.77069,4.54776,0.895249,1761
401,0,0,0,1762
871,2.79234,4.56126,0.899227,1763
678,0,0,0,1764
572,2.81388,4.57453,0.903158,1765
823,0,0,0,1766
505,2.83533,4.58758,0.907045,1767
759,0,0,0,1768
29,2.85668,4.60039,0.910886,1769
522,0,0,0,1770
919,2.87793,4.61298,0.914683,1771
819,0,0,0,1772
343,2.89909,4.62535,0.918436,1773
961,0,0,0,1774
726,2.92016,4.63749,0.922145,1775
27,0,0,0,1776
982,2.94113,4.64942,0.925811,1777
707,0,0,0,1778
261,2.96201,4.66113,0.929433,1779
548,0,0,0,1780
537,2.9828,4.67262,0.933012,1781
647,0,0,0,1782
929,3.00349,4.68391,0.936549,1783
975,0,0,0,1784
312,3.0241,4.69498,0.940044,1785
472,0,0,0,1786
522,3.04461,4.70584,0.943496,1787
99,0,0,0,1788
107,3.06504,4.71649,0.946907,1789
49,0,0,0,1790
210,3.08537,4.72694,0.950277,1791
740,0,0,0,1792
932,3.10562,4.73718,0.953606,1793
717,0,0,0,1794
815,3.12577,4.74723,0.956894,1795
839,0,0,0,1796
255,3.14584,4.75707,0.960141,1797
261,0,0,0,1798
645,3.16583,4.76671,0.963348,1799
73,0,0,0,1800
69,3.18572,4.77615,0.966515,1801
847,0,0,0,1802
237,3.20553,4.7854,0.969643,1803
658,0,0,0,1804
163,3.22525,4.79445,0.972731,1805
965,0,0,0,1806
124,3.24489,4.80331,0.97578,1807
878,0,0,0,1808
277,3.26444,4.81198,0.97879,1809
871,0,0,0,1810
188,3.28391,4.82046,0.981762,1811
161,0,0,0,1812
974,3.30329,4.82875,0.984695,1813
279,0,0,0,1814
515,3.32259,4.83685,0.98759,1815
43,0,0,0,1816
25,3.34181,4.84477,0.990447,1817
210,0,0,0,1818
430,3.36094,4.8525,0.993266,1819
32,0,0,0,1820
693,3.37999,4.86005,0.996047,1821
55,0,0,0,1822
985,3.39896,4.86741,0.998792,1823
994,0,0,0,1824
939,3.41785,4.8746,1.0015,1825
994,0,0,0,1826
810,3.43665,4.88161,1.00417,1827
555,0,0,0,1828
789,3.45538,4.88844,1.0068,1829
326,0,0,0,1830
624,3.47402,4.89509,1.0094,1831
335,0,0,0,1832
37,3.49258,4.90156,1.01196,1833
867,0,0,0,1834
30,3.51106,4.90786,1.01449,1835
186,0,0,0,1836
178,3.52947,4.91399,1.01698,1837
590,0,0,0,1838
27,3.54779,4.91995,1.01943,1839
34,0,0,0,1840
362,3.56603,4.92573,1.02185,1841
18,0,0,0,1842
655,3.5842,4.93134,1.02423,1843
450,0,0,0,1844
391,3.60228,4.93679,1.02658,1845
389,0,0,0,1846
133,3.62029,4.94206,1.02889,1847
159,0,0,0,1848
838,3.63822,4.94717,1.03117,1849
900,0,0,0,1850
845,3.65607,4.95212,1.03341,1851
916,0,0,0,1852
91,3.67385,4.95689,1.03562,1853
898,0,0,0,1854
537,3.69155,4.96151,1.03779,1855
982,0,0,0,1856
115,3.70917,4.96596,1.03993,1857
508,0,0,0,1858
573,3.72671,4.97025,1.04204,1859
24,0,0,0,1860
923,3.74418,4.97438,1.04411,1861
193,0,0,0,1862
646,3.76157,4.97835,1.04615,1863
986,0,0,0,1864
69,3.77889,4.98216,1.04816,1865
232,0,0,0,1866
922,3.79613,4.98581,1.05013,1867
874,0,0,0,1868
676,3.81329,4.9893,1.05207,1869
364,0,0,0,1870
270,3.83038,4.99264,1.05398,1871
375,0,0,0,1872
146,3.84739,4.99582,1.05585,1873
718,0,0,0,1874
917,3.86433,4.99884,1.05769,1875
448,0,0,0,1876
854,3.88119,5.00172,1.0595,1877
661,0,0,0,1878
542,3.89798,5.00443,1.06127,1879
599,0,0,0,1880
390,3.9147,5.007,1.06302,1881
923,0,0,0,1882
955,3.93134,5.00942,1.06473,1883
872,0,0,0,1884
426,3.94791,5.01168,1.06641,1885
264,0,0,0,1886
3,3.9644,5.0138,1.06805,1887
142,0,0,0,1888
114,3.98082,5.01576,1.06967,1889
675,0,0,0,1890
535,3.99716,5.01758,1.07125,1891
304,0,0,0,1892
842,4.01344,5.01925,1.0728,1893
399,0,0,0,1894
971,4.02964,5.02077,1.07433,1895
22,0,0,0,1896
419,4.04576,5.02214,1.07581,1897
413,0,0,0,1898
745,4.06182,5.02337,1.07727,1899
558,0,0,0,1900
175,4.0778,5.02446,1.0787,1901
580,0,0,0,1902
85,4.0937,5.0254,1.0801,1903
957,0,0,0,1904
550,4.10954,5.0262,1.08146,1905
479,0,0,0,1906
286,4.1253,5.02685,1.0828,1907
335,0,0,0,1908
631,4.14099,5.02737,1.0841,1909
487,0,0,0,1910
828,4.15661,5.02774,1.08537,1911
410,0,0,0,1912
392,4.17216,5.02797,1.08662,1913
359,0,0,0,1914
50,4.18763,5.02806,1.08783,1915
703,0,0,0,1916
769,4.20303,5.02801,1.08901,1917
894,0,0,0,1918
133,4.21836,5.02782,1.09016,1919
223,0,0,0,1920
501,4.23362,5.02749,1.09129,1921
639,0,0,0,1922
119,4.24881,5.02703,1.09238,1923
916,0,0,0,1924
801,4.26393,5.02643,1.09344,1925
639,0,0,0,1926
980,4.27897,5.02569,1.09448,1927
943,0,0,0,1928
104,4.29394,5.02482,1.09548,1929
422,0,0,0,1930
936,4.30884,5.02381,1.09645,1931
939,0,0,0,1932
179,4.32367,5.02266,1.0974,1933
473,0,0,0,1934
907,4.33843,5.02139,1.09831,1935
329,0,0,0,1936
984,4.35312,5.01997,1.0992,1937
495,0,0,0,1938
624,4.36774,5.01843,1.10006,1939
194,0,0,0,1940
532,4.38228,5.01675,1.10088,1941
123,0,0,0,1942
808,4.39676,5.01494,1.10168,1943
631,0,0,0,1944
405,4.41116,5.013,1.10245,1945
847,0,0,0,1946
866,4.42549,5.01093,1.1032,1947
190,0,0,0,1948
11,4.43975,5.00873,1.10391,1949
257,0,0,0,1950
462,4.45394,5.0064,1.10459,1951
460,0,0,0,1952
200,4.46806,5.00393,1.10525,1953
257,0,0,0,1954
210,4.48211,5.00134,1.10587,1955
485,0,0,0,1956
309,4.49609,4.99862,1.10647,1957
963,0,0,0,1958
317,4.51,4.99578,1.10704,1959
154,0,0,0,1960
333,4.52384,4.9928,1.10758,1961
74,0,0,0,1962
570,4.5376,4.9897,1.1081,1963
853,0,0,0,1964
759,4.5513,4.98647,1.10858,1965
393,0,0,0,1966
512,4.56492,4.98312,1.10904,1967
149,0,0,0,1968
33,4.57848,4.97964,1.10947,1969
652,0,0,0,1970
769,4.59196,4.97603,1.10987,1971
436,0,0,0,1972
77,4.60537,4.9723,1.11025,1973
696,0,0,0,1974
445,4.61871,4.96845,1.11059,1975
758,0,0,0,1976
816,4.63198,4.96447,1.11091,1977
401,0,0,0,1978
352,4.64518,4.96037,1.1112,1979
260,0,0,0,1980
307,4.65831,4.95614,1.11146,1981
250,0,0,0,1982
906,4.67137,4.95179,1.1117,1983
302,0,0,0,1984
431,4.68435,4.94732,1.11191,1985
747,0,0,0,1986
380,4.69727,4.94273,1.11209,1987
679,0,0,0,1988
91,4.71011,4.93802,1.11224,1989
422,0,0,0,1990
511,4.72289,4.93319,1.11237,1991
348,0,0,0,1992
451,4.73559,4.92823,1.11247,1993
87,0,0,0,1994
780,4.74822,4.92316,1.11254,1995
466,0,0,0,1996
930,4.76078,4.91796,1.11258,1997
742,0,0,0,1998
406,4.77327,4.91265,1.1126,1999
610,0,0,0,2000
80,4.78568,4.90721,1.11259,2001
872,0,0,0,2002
